1a3d  // (26, 61)
2a23  // (42, 35)

1430  // (20, 48)
0c1a  // (12, 26)
3e22  // (62, 34)
2b1d  // (43, 29)

1b3a  // (27, 58)
0822  // (8, 34)
1d2f  // (29, 47)
3c19  // (60, 25)

1822  // (24, 34)
2725  // (39, 37)

0601  // (6, 1)
1e1f  // (30, 31)
351c  // (53, 28)

2f25  // (47, 37)

0927  // (9, 39)
202b  // (32, 43)

1703  // (23, 3)
0a3b  // (10, 59)
212c  // (33, 44)

3139  // (49, 57)

052e  // (5, 46)
302b  // (48, 43)
3416  // (52, 22)

1022  // (16, 34)
143f  // (20, 63)
2524  // (37, 36)

181c  // (24, 28)
2b23  // (43, 35)

1721  // (23, 33)
1d3f  // (29, 63)
2f10  // (47, 16)
343e  // (52, 62)

0f19  // (15, 25)
2804  // (40, 4)

1602  // (22, 2)
1a1b  // (26, 27)
2628  // (38, 40)

061a  // (6, 26)
233c  // (35, 60)

1816  // (24, 22)
2122  // (33, 34)
3a2b  // (58, 43)

023e  // (2, 62)
1f11  // (31, 17)
1b26  // (27, 38)
2025  // (32, 37)

070d  // (7, 13)
0926  // (9, 38)
260c  // (38, 12)
2822  // (40, 34)

1020  // (16, 32)

0716  // (7, 22)
2536  // (37, 54)

0021  // (0, 33)
0a28  // (10, 40)
3101  // (49, 1)
3436  // (52, 54)

1021  // (16, 33)

221e  // (34, 30)
2617  // (38, 23)

0029  // (0, 41)
1a0a  // (26, 10)
2a1f  // (42, 31)
2609  // (38, 9)

0d20  // (13, 32)
2b23  // (43, 35)
2506  // (37, 6)

2202  // (34, 2)
2a1f  // (42, 31)

2327  // (35, 39)

2433  // (36, 51)
3414  // (52, 20)
2732  // (39, 50)

0427  // (4, 39)
0618  // (6, 24)
1d0d  // (29, 13)
1f37  // (31, 55)

0c16  // (12, 22)
231a  // (35, 26)
293f  // (41, 63)
3e15  // (62, 21)

0e2e  // (14, 46)
2518  // (37, 24)
233d  // (35, 61)

052a  // (5, 42)
0c00  // (12, 0)
2318  // (35, 24)
3801  // (56, 1)

2527  // (37, 39)

0402  // (4, 2)
262c  // (38, 44)
3903  // (57, 3)
2835  // (40, 53)

0523  // (5, 35)
1325  // (19, 37)
2318  // (35, 24)
3f36  // (63, 54)

1c07  // (28, 7)
1926  // (25, 38)
3407  // (52, 7)

180d  // (24, 13)
2f20  // (47, 32)
3809  // (56, 9)

083e  // (8, 62)
1d15  // (29, 21)

193e  // (25, 62)
2600  // (38, 0)

3918  // (57, 24)

1f20  // (31, 32)
103e  // (16, 62)
2007  // (32, 7)
3f31  // (63, 49)

041b  // (4, 27)
1402  // (20, 2)
221b  // (34, 27)

2804  // (40, 4)

1c0e  // (28, 14)
2437  // (36, 55)
3927  // (57, 39)
3a29  // (58, 41)

1a16  // (26, 22)
0c3d  // (12, 61)
1c01  // (28, 1)
3e26  // (62, 38)

1620  // (22, 32)
240a  // (36, 10)

1600  // (22, 0)
0e15  // (14, 21)
391f  // (57, 31)
3e3e  // (62, 62)

0916  // (9, 22)
233f  // (35, 63)
2014  // (32, 20)
2830  // (40, 48)

1501  // (21, 1)
1703  // (23, 3)

280a  // (40, 10)
291b  // (41, 27)

3a3f  // (58, 63)

050d  // (5, 13)
1c3e  // (28, 62)
2422  // (36, 34)
3b0c  // (59, 12)

0904  // (9, 4)
203a  // (32, 58)

0325  // (3, 37)
1410  // (20, 16)
2129  // (33, 41)
2b14  // (43, 20)

1618  // (22, 24)
202f  // (32, 47)
1c04  // (28, 4)
2936  // (41, 54)

0a0e  // (10, 14)

1f1e  // (31, 30)

1f20  // (31, 32)
371a  // (55, 26)

0629  // (6, 41)
0c3e  // (12, 62)
3511  // (53, 17)

0b19  // (11, 25)
3b21  // (59, 33)

1d04  // (29, 4)

053b  // (5, 59)
0d00  // (13, 0)

000a  // (0, 10)
1d3f  // (29, 63)
3a07  // (58, 7)

1909  // (25, 9)
1628  // (22, 40)
390f  // (57, 15)

0a24  // (10, 36)
341b  // (52, 27)

083a  // (8, 58)
230c  // (35, 12)
2621  // (38, 33)
2929  // (41, 41)

070a  // (7, 10)
2d20  // (45, 32)
1d03  // (29, 3)

020a  // (2, 10)
1a3b  // (26, 59)
302b  // (48, 43)
3909  // (57, 9)

0f19  // (15, 25)
3a31  // (58, 49)

213c  // (33, 60)
250b  // (37, 11)
2727  // (39, 39)
2a2a  // (42, 42)

2138  // (33, 56)

1b1f  // (27, 31)

1401  // (20, 1)
0b37  // (11, 55)
311e  // (49, 30)
353a  // (53, 58)

1039  // (16, 57)
121b  // (18, 27)
2a15  // (42, 21)

1228  // (18, 40)
262b  // (38, 43)

142b  // (20, 43)

0224  // (2, 36)
1628  // (22, 40)
263a  // (38, 58)
271d  // (39, 29)

1004  // (16, 4)
141c  // (20, 28)

0b1a  // (11, 26)
3519  // (53, 25)

031c  // (3, 28)
2525  // (37, 37)
3a04  // (58, 4)

1d35  // (29, 53)

2513  // (37, 19)
2928  // (41, 40)
3a17  // (58, 23)
3e2b  // (62, 43)

171e  // (23, 30)
0505  // (5, 5)
2729  // (39, 41)

0b0d  // (11, 13)
2327  // (35, 39)
2606  // (38, 6)
3b3c  // (59, 60)

1907  // (25, 7)
151c  // (21, 28)
2119  // (33, 25)
3f3f  // (63, 63)

3326  // (51, 38)

0525  // (5, 37)
210a  // (33, 10)
252d  // (37, 45)
3b01  // (59, 1)

3d16  // (61, 22)

0602  // (6, 2)
191f  // (25, 31)
1d03  // (29, 3)

3637  // (54, 55)

163c  // (22, 60)
1324  // (19, 36)
2f3a  // (47, 58)

2231  // (34, 49)
1c03  // (28, 3)
2322  // (35, 34)

1623  // (22, 35)
0920  // (9, 32)
3329  // (51, 41)
1f2b  // (31, 43)

193f  // (25, 63)
2602  // (38, 2)
1c3f  // (28, 63)

1622  // (22, 34)
3b10  // (59, 16)

1d1a  // (29, 26)
1f37  // (31, 55)
230b  // (35, 11)

173d  // (23, 61)
1b14  // (27, 20)
183f  // (24, 63)
3513  // (53, 19)

050a  // (5, 10)
2735  // (39, 53)
1b0a  // (27, 10)

0100  // (1, 0)
041e  // (4, 30)
2a16  // (42, 22)
3922  // (57, 34)

1107  // (17, 7)

2916  // (41, 22)
3e1b  // (62, 27)

1503  // (21, 3)
3818  // (56, 24)

0301  // (3, 1)
1a39  // (26, 57)
2f2f  // (47, 47)
2214  // (34, 20)

1001  // (16, 1)

0704  // (7, 4)
1a30  // (26, 48)
391b  // (57, 27)

1c32  // (28, 50)
3d09  // (61, 9)

1430  // (20, 48)
1f17  // (31, 23)
163f  // (22, 63)
3823  // (56, 35)

1e0d  // (30, 13)

170e  // (23, 14)

0124  // (1, 36)
040e  // (4, 14)
1918  // (25, 24)
2f15  // (47, 21)

080a  // (8, 10)
1c3e  // (28, 62)
2318  // (35, 24)
3d02  // (61, 2)

0101  // (1, 1)
1d26  // (29, 38)
2519  // (37, 25)

3235  // (50, 53)

021b  // (2, 27)
0d1d  // (13, 29)
2b17  // (43, 23)
2b2a  // (43, 42)

062c  // (6, 44)
1b01  // (27, 1)
332a  // (51, 42)
2a20  // (42, 32)

092a  // (9, 42)
3e19  // (62, 25)

0808  // (8, 8)

2215  // (34, 21)
0e16  // (14, 22)
3815  // (56, 21)
3a3b  // (58, 59)

0302  // (3, 2)
1b34  // (27, 52)
271c  // (39, 28)
2734  // (39, 52)

1d04  // (29, 4)
3c35  // (60, 53)

103b  // (16, 59)
2612  // (38, 18)
3e02  // (62, 2)

0309  // (3, 9)

1903  // (25, 3)

3426  // (52, 38)

0225  // (2, 37)

153d  // (21, 61)
1a17  // (26, 23)
3016  // (48, 22)
3c1b  // (60, 27)

0214  // (2, 20)
1d1e  // (29, 30)
1d34  // (29, 52)

2023  // (32, 35)

2601  // (38, 1)
151c  // (21, 28)
2a29  // (42, 41)

172a  // (23, 42)
2311  // (35, 17)
390f  // (57, 15)
3b27  // (59, 39)

0021  // (0, 33)
1604  // (22, 4)
2f26  // (47, 38)
390d  // (57, 13)

2b2f  // (43, 47)

1a2a  // (26, 42)
0a00  // (10, 0)
2f2a  // (47, 42)

1b20  // (27, 32)

0431  // (4, 49)
0c1c  // (12, 28)
3e18  // (62, 24)

143a  // (20, 58)
1525  // (21, 37)
3225  // (50, 37)
2608  // (38, 8)

1939  // (25, 57)
2e09  // (46, 9)

2527  // (37, 39)

2014  // (32, 20)

1e10  // (30, 16)

0023  // (0, 35)
2228  // (34, 40)

1f18  // (31, 24)
0d25  // (13, 37)
341e  // (52, 30)
3835  // (56, 53)

1702  // (23, 2)
182b  // (24, 43)

0231  // (2, 49)
181a  // (24, 26)
3f02  // (63, 2)

1619  // (22, 25)
063a  // (6, 58)
2118  // (33, 24)
3531  // (53, 49)

1928  // (25, 40)
143f  // (20, 63)
3615  // (54, 21)

132a  // (19, 42)
261f  // (38, 31)

182b  // (24, 43)
161d  // (22, 29)

0f3d  // (15, 61)
2e0c  // (46, 12)
273c  // (39, 60)

2824  // (40, 36)

2f30  // (47, 48)

1614  // (22, 20)
1f25  // (31, 37)
361e  // (54, 30)

140c  // (20, 12)
2914  // (41, 20)
3222  // (50, 34)

021c  // (2, 28)
291e  // (41, 30)
2e17  // (46, 23)
2b1c  // (43, 28)

0b32  // (11, 50)
1f14  // (31, 20)
342b  // (52, 43)

143a  // (20, 58)
2024  // (32, 36)

0121  // (1, 33)
0608  // (6, 8)
2600  // (38, 0)
3c17  // (60, 23)

1f2e  // (31, 46)
2716  // (39, 22)
2626  // (38, 38)

0209  // (2, 9)
2225  // (34, 37)
2721  // (39, 33)
3b22  // (59, 34)

3f2a  // (63, 42)

151e  // (21, 30)
2b09  // (43, 9)
3435  // (52, 53)

3c1b  // (60, 27)

0906  // (9, 6)

0a26  // (10, 38)
3d1f  // (61, 31)

1424  // (20, 36)
0e25  // (14, 37)
2116  // (33, 22)
251a  // (37, 26)

2617  // (38, 23)
3b27  // (59, 39)

2d19  // (45, 25)
3900  // (57, 0)

0a05  // (10, 5)

2508  // (37, 8)

1437  // (20, 55)
0908  // (9, 8)
312b  // (49, 43)
3c22  // (60, 34)

260d  // (38, 13)

0112  // (1, 18)

0404  // (4, 4)
1d35  // (29, 53)
2e15  // (46, 21)
262e  // (38, 46)

2d0e  // (45, 14)

2d16  // (45, 22)
1a3a  // (26, 58)

043b  // (4, 59)
0704  // (7, 4)
1e1e  // (30, 30)

282f  // (40, 47)
3d1b  // (61, 27)

0b00  // (11, 0)
211a  // (33, 26)
260f  // (38, 15)

3e27  // (62, 39)

1729  // (23, 41)

0121  // (1, 33)
0626  // (6, 38)
1a22  // (26, 34)
3537  // (53, 55)

1619  // (22, 25)
3211  // (50, 17)
1e3e  // (30, 62)

0311  // (3, 17)
2f20  // (47, 32)
240b  // (36, 11)

0220  // (2, 32)
043d  // (4, 61)

1d00  // (29, 0)
3f19  // (63, 25)

2922  // (41, 34)

0133  // (1, 51)

2920  // (41, 32)

130d  // (19, 13)
2805  // (40, 5)

1b3f  // (27, 63)
1d16  // (29, 22)
211a  // (33, 26)
3620  // (54, 32)

0c22  // (12, 34)
3821  // (56, 33)

1d1f  // (29, 31)
352a  // (53, 42)

1a27  // (26, 39)
3525  // (53, 37)

1602  // (22, 2)

3028  // (48, 40)
3110  // (49, 16)

083a  // (8, 58)
251c  // (37, 28)
1f3e  // (31, 62)

0619  // (6, 25)
3821  // (56, 33)

1b1b  // (27, 27)
1021  // (16, 33)
3e2a  // (62, 42)
2b0a  // (43, 10)

2639  // (38, 57)

1a33  // (26, 51)
2003  // (32, 3)

0a23  // (10, 35)
2127  // (33, 39)
391f  // (57, 31)

0b14  // (11, 20)
2f27  // (47, 39)
2003  // (32, 3)

2120  // (33, 32)
1024  // (16, 36)
3f15  // (63, 21)

1417  // (20, 23)

1518  // (21, 24)
1416  // (20, 22)
281b  // (40, 27)

173d  // (23, 61)
2d11  // (45, 17)

2d35  // (45, 53)
2817  // (40, 23)

0921  // (9, 33)
211f  // (33, 31)
2425  // (36, 37)

0427  // (4, 39)
3139  // (49, 57)
3f21  // (63, 33)

171b  // (23, 27)
0400  // (4, 0)
1d2a  // (29, 42)
3600  // (54, 0)

1f1f  // (31, 31)
0f15  // (15, 21)

3a19  // (58, 25)

0914  // (9, 20)
0f2b  // (15, 43)
3803  // (56, 3)
2622  // (38, 34)

213a  // (33, 58)

001b  // (0, 27)
1827  // (24, 39)
2113  // (33, 19)

1c1b  // (28, 27)
0d14  // (13, 20)

1f1c  // (31, 28)
2727  // (39, 39)

153e  // (21, 62)
1202  // (18, 2)
3828  // (56, 40)
3e08  // (62, 8)

1b33  // (27, 51)
2921  // (41, 33)

0232  // (2, 50)
1e19  // (30, 25)
182f  // (24, 47)

2221  // (34, 33)

2f21  // (47, 33)
3d0b  // (61, 11)

2f19  // (47, 25)

063a  // (6, 58)

000f  // (0, 15)
2216  // (34, 22)

171a  // (23, 26)

1600  // (22, 0)
202b  // (32, 43)
252a  // (37, 42)
3f00  // (63, 0)

181e  // (24, 30)

063a  // (6, 58)

043a  // (4, 58)
2002  // (32, 2)

1d1c  // (29, 28)
342f  // (52, 47)

1527  // (21, 39)
0a1c  // (10, 28)
2228  // (34, 40)
281a  // (40, 26)

071c  // (7, 28)
1e36  // (30, 54)
381a  // (56, 26)
3b35  // (59, 53)

0017  // (0, 23)
2b1f  // (43, 31)

153b  // (21, 59)
1226  // (18, 38)
3d00  // (61, 0)
2b31  // (43, 49)

003e  // (0, 62)
2129  // (33, 41)

1d17  // (29, 23)
2a1e  // (42, 30)
3217  // (50, 23)

0633  // (6, 51)
1c0a  // (28, 10)

2937  // (41, 55)

160d  // (22, 13)

2718  // (39, 24)
3626  // (54, 38)

2028  // (32, 40)
383f  // (56, 63)

1522  // (21, 34)
2a20  // (42, 32)
3309  // (51, 9)
2b34  // (43, 52)

200d  // (32, 13)

0725  // (7, 37)
111f  // (17, 31)
332b  // (51, 43)

0009  // (0, 9)
2514  // (37, 20)
3d1b  // (61, 27)

0c1e  // (12, 30)
123e  // (18, 62)
293f  // (41, 63)
3e01  // (62, 1)

